Order Date,Ship Date,Order ID,Sales Channel,Order Priority,Product ID,Product Category,Product Name,Unit Cost ($),Unit Price ($),Customer ID,Customer Name,Customer Segment,Country,Region,City,Quantity,Gross Sales ($),Discount %,Discount Amount ($),Net Sales ($),Total Cost ($),Gross Profit ($),Profit Margin %,Shipping Cost ($),Ship Mode,Delivery Status,Customer Rating
27-11-2024,28-11-2024,BE-12411,Distributor,Low,PROD-AUD-11,Audio,Aero Headphones,80.0,199.0,CUST-597,Customer 597,Consumer,France,EMEA,Paris,12,2388.0,5.0%,119.40,2268.60,960.00,1308.60,57.7%,32.39,Express,Delivered,4
07-01-2026,08-01-2026,BE-12412,Distributor,Low,PROD-WEA-19,Wearables,Aura Smart Ring,70.0,199.0,CUST-140,Customer 140,Education,Germany,EMEA,Berlin,8,1592.0,10.0%,159.20,1432.80,560.00,872.80,60.9%,23.30,Express,Delivered,4
21-06-2025,26-06-2025,BE-12413,Online,Medium,PROD-MOB-19,Mobile,Alpha Lite,150.0,349.0,CUST-268,Customer 268,Consumer,Germany,EMEA,Berlin,14,4886.0,10.0%,488.60,4397.40,2100.00,2297.40,52.2%,69.00,Overnight,Delivered,4
26-09-2025,30-09-2025,BE-12414,Distributor,Medium,PROD-SMA-73,Smart Home,Omni Speaker,25.0,69.0,CUST-191,Customer 191,Consumer,Germany,EMEA,Berlin,9,621.0,15.0%,93.15,527.85,225.00,302.85,57.4%,35.66,Express,Delayed,4
05-05-2024,09-05-2024,BE-12415,Online,Medium,PROD-MOB-96,Mobile,Quantum Phone X,400.0,899.0,CUST-988,Customer 988,Education,UK,EMEA,London,1,899.0,0.0%,0.00,899.00,400.00,499.00,55.5%,4.03,Express,Delivered,4
20-12-2025,23-12-2025,BE-12416,In-Store,Low,PROD-AUD-23,Audio,NeoBuds Pro,45.0,120.0,CUST-957,Customer 957,Consumer,Mexico,LATAM,Mexico City,1,120.0,0.0%,0.00,120.00,45.00,75.00,62.5%,2.46,Standard,Delivered,4
05-12-2024,08-12-2024,BE-12417,In-Store,Low,PROD-SMA-53,Smart Home,Omni Speaker,25.0,69.0,CUST-245,Customer 245,Education,USA,NA,New York,7,483.0,10.0%,48.30,434.70,175.00,259.70,59.7%,29.22,Express,Delivered,5
06-10-2024,10-10-2024,BE-12418,Distributor,Low,PROD-SMA-27,Smart Home,Beacon Camera,35.0,99.0,CUST-596,Customer 596,Corporate,USA,NA,Los Angeles,11,1089.0,0.0%,0.00,1089.00,385.00,704.00,64.7%,25.69,Standard,Delivered,4
16-05-2025,20-05-2025,BE-12419,Online,Medium,PROD-COM-70,Computing,Pro Monitor 27,120.0,279.0,CUST-837,Customer 837,Corporate,France,EMEA,Paris,14,3906.0,10.0%,390.60,3515.40,1680.00,1835.40,52.2%,32.65,Express,Delivered,4
20-04-2025,23-04-2025,BE-12420,Online,Medium,PROD-SMA-72,Smart Home,Beacon Camera,35.0,99.0,CUST-521,Customer 521,Education,India,APAC,Mumbai,4,396.0,0.0%,0.00,396.00,140.00,256.00,64.7%,18.06,Express,Delivered,5
04-09-2024,09-09-2024,BE-12421,In-Store,Low,PROD-SMA-24,Smart Home,Omni Speaker,25.0,69.0,CUST-966,Customer 966,Education,Canada,NA,Toronto,13,897.0,0.0%,0.00,897.00,325.00,572.00,63.8%,46.51,Overnight,Delivered,4
28-06-2025,01-07-2025,BE-12422,Distributor,Low,PROD-MOB-98,Mobile,Alpha Lite,150.0,349.0,CUST-657,Customer 657,Corporate,Australia,APAC,Sydney,1,349.0,0.0%,0.00,349.00,150.00,199.00,57.0%,3.15,Express,Delivered,5
01-01-2025,02-01-2025,BE-12423,Distributor,Medium,PROD-SMA-66,Smart Home,Beacon Camera,35.0,99.0,CUST-461,Customer 461,Consumer,Germany,EMEA,Berlin,13,1287.0,0.0%,0.00,1287.00,455.00,832.00,64.7%,58.68,Overnight,Delivered,3
09-05-2024,13-05-2024,BE-12424,In-Store,Low,PROD-AUD-60,Audio,NeoBuds Pro,45.0,120.0,CUST-457,Customer 457,Consumer,Japan,APAC,Tokyo,13,1560.0,10.0%,156.00,1404.00,585.00,819.00,58.3%,40.47,Express,Delayed,4
20-04-2024,21-04-2024,BE-12425,Distributor,Medium,PROD-WEA-11,Wearables,Aura Smart Ring,70.0,199.0,CUST-465,Customer 465,Education,Germany,EMEA,Berlin,10,1990.0,0.0%,0.00,1990.00,700.00,1290.00,64.8%,34.69,Standard,Delivered,5
10-06-2025,16-06-2025,BE-12426,Distributor,Low,PROD-AUD-79,Audio,NeoBuds Pro,45.0,120.0,CUST-463,Customer 463,Education,France,EMEA,Paris,7,840.0,10.0%,84.00,756.00,315.00,441.00,58.3%,17.68,Overnight,Delivered,5
14-01-2026,18-01-2026,BE-12427,In-Store,Medium,PROD-MOB-42,Mobile,Alpha Lite,150.0,349.0,CUST-890,Customer 890,Education,USA,NA,Los Angeles,1,349.0,0.0%,0.00,349.00,150.00,199.00,57.0%,4.74,Standard,Delivered,5
12-11-2025,15-11-2025,BE-12428,Distributor,Low,PROD-SMA-15,Smart Home,Beacon Camera,35.0,99.0,CUST-266,Customer 266,Education,USA,NA,Los Angeles,12,1188.0,15.0%,178.20,1009.80,420.00,589.80,58.4%,30.66,Overnight,Delivered,4
01-05-2026,02-05-2026,BE-12429,In-Store,Critical,PROD-SMA-52,Smart Home,Omni Speaker,25.0,69.0,CUST-655,Customer 655,Consumer,France,EMEA,Paris,13,897.0,0.0%,0.00,897.00,325.00,572.00,63.8%,55.52,Standard,Returned,5
23-01-2026,30-01-2026,BE-12430,In-Store,Medium,PROD-MOB-24,Mobile,Quantum Phone X,400.0,899.0,CUST-378,Customer 378,Consumer,Mexico,LATAM,Mexico City,14,12586.0,0.0%,0.00,12586.00,5600.00,6986.00,55.5%,35.09,Standard,Delivered,4
28-09-2024,03-10-2024,BE-12431,In-Store,Medium,PROD-SMA-43,Smart Home,Beacon Camera,35.0,99.0,CUST-970,Customer 970,Education,Japan,APAC,Tokyo,8,792.0,10.0%,79.20,712.80,280.00,432.80,60.7%,21.65,Overnight,Delivered,5
06-07-2025,09-07-2025,BE-12432,Distributor,Low,PROD-WEA-75,Wearables,Aura Smart Ring,70.0,199.0,CUST-564,Customer 564,Consumer,France,EMEA,Paris,12,2388.0,0.0%,0.00,2388.00,840.00,1548.00,64.8%,31.99,Overnight,Delivered,1
30-11-2025,02-12-2025,BE-12433,Online,Medium,PROD-COM-68,Computing,Apex Desktop,750.0,1599.0,CUST-793,Customer 793,Consumer,Mexico,LATAM,Mexico City,3,4797.0,0.0%,0.00,4797.00,2250.00,2547.00,53.1%,9.55,Express,Returned,4
28-09-2025,01-10-2025,BE-12434,In-Store,Critical,PROD-COM-84,Computing,Apex Desktop,750.0,1599.0,CUST-652,Customer 652,Consumer,Brazil,LATAM,Sao Paulo,10,15990.0,15.0%,2398.50,13591.50,7500.00,6091.50,44.8%,42.93,Standard,Delivered,5
04-07-2024,05-07-2024,BE-12435,Online,Medium,PROD-AUD-53,Audio,NeoBuds Pro,45.0,120.0,CUST-858,Customer 858,Consumer,Brazil,LATAM,Sao Paulo,8,960.0,5.0%,48.00,912.00,360.00,552.00,60.5%,38.65,Overnight,Delivered,5
29-03-2026,02-04-2026,BE-12436,Online,Low,PROD-WEA-48,Wearables,Aura Smart Ring,70.0,199.0,CUST-492,Customer 492,Corporate,Brazil,LATAM,Sao Paulo,11,2189.0,0.0%,0.00,2189.00,770.00,1419.00,64.8%,22.85,Standard,Delivered,5
14-10-2025,16-10-2025,BE-12437,In-Store,Medium,PROD-MOB-62,Mobile,Alpha Lite,150.0,349.0,CUST-746,Customer 746,Consumer,Brazil,LATAM,Sao Paulo,12,4188.0,5.0%,209.40,3978.60,1800.00,2178.60,54.8%,24.77,Standard,Returned,5
05-08-2024,08-08-2024,BE-12438,In-Store,Critical,PROD-WEA-11,Wearables,FitTrack Watch,50.0,149.0,CUST-694,Customer 694,Corporate,Mexico,LATAM,Mexico City,4,596.0,0.0%,0.00,596.00,200.00,396.00,66.4%,13.03,Standard,Delivered,4
23-06-2025,26-06-2025,BE-12439,Online,Medium,PROD-WEA-53,Wearables,Aura Smart Ring,70.0,199.0,CUST-721,Customer 721,Education,UK,EMEA,London,1,199.0,0.0%,0.00,199.00,70.00,129.00,64.8%,3.29,Overnight,Delivered,4
11-01-2026,14-01-2026,BE-12440,In-Store,Medium,PROD-AUD-52,Audio,Aero Headphones,80.0,199.0,CUST-969,Customer 969,Corporate,USA,NA,Los Angeles,6,1194.0,0.0%,0.00,1194.00,480.00,714.00,59.8%,22.58,Standard,Delivered,4
17-03-2024,20-03-2024,BE-12441,In-Store,Medium,PROD-MOB-34,Mobile,Alpha Lite,150.0,349.0,CUST-927,Customer 927,Education,Australia,APAC,Sydney,11,3839.0,0.0%,0.00,3839.00,1650.00,2189.00,57.0%,42.29,Overnight,Delivered,3
26-07-2024,29-07-2024,BE-12442,Distributor,High,PROD-COM-67,Computing,Titan Laptop,600.0,1299.0,CUST-343,Customer 343,Consumer,Canada,NA,Toronto,12,15588.0,0.0%,0.00,15588.00,7200.00,8388.00,53.8%,43.11,Overnight,Delivered,1
20-06-2024,27-06-2024,BE-12443,Distributor,High,PROD-SMA-84,Smart Home,Omni Speaker,25.0,69.0,CUST-518,Customer 518,Consumer,Germany,EMEA,Berlin,4,276.0,20.0%,55.20,220.80,100.00,120.80,54.7%,15.01,Overnight,Delivered,5
03-03-2025,10-03-2025,BE-12444,Online,Medium,PROD-MOB-44,Mobile,Quantum Phone X,400.0,899.0,CUST-306,Customer 306,Education,India,APAC,Mumbai,13,11687.0,5.0%,584.35,11102.65,5200.00,5902.65,53.2%,40.18,Express,Delayed,4
14-10-2024,15-10-2024,BE-12445,In-Store,High,PROD-AUD-65,Audio,Aero Headphones,80.0,199.0,CUST-760,Customer 760,Corporate,UK,EMEA,London,9,1791.0,0.0%,0.00,1791.00,720.00,1071.00,59.8%,32.79,Overnight,Delivered,3
09-01-2024,13-01-2024,BE-12446,Online,High,PROD-COM-32,Computing,Apex Desktop,750.0,1599.0,CUST-648,Customer 648,Corporate,Australia,APAC,Sydney,11,17589.0,0.0%,0.00,17589.00,8250.00,9339.00,53.1%,45.58,Express,Delivered,4
01-05-2026,04-05-2026,BE-12447,In-Store,Low,PROD-AUD-17,Audio,NeoBuds Pro,45.0,120.0,CUST-747,Customer 747,Education,India,APAC,Mumbai,5,600.0,15.0%,90.00,510.00,225.00,285.00,55.9%,18.89,Overnight,Delivered,5
26-08-2025,28-08-2025,BE-12448,In-Store,Medium,PROD-SMA-67,Smart Home,Omni Speaker,25.0,69.0,CUST-559,Customer 559,Education,France,EMEA,Paris,5,345.0,0.0%,0.00,345.00,125.00,220.00,63.8%,23.51,Express,Returned,5
24-11-2025,28-11-2025,BE-12449,In-Store,Low,PROD-COM-29,Computing,Apex Desktop,750.0,1599.0,CUST-318,Customer 318,Consumer,USA,NA,Los Angeles,2,3198.0,0.0%,0.00,3198.00,1500.00,1698.00,53.1%,6.53,Express,Delivered,5
05-01-2024,08-01-2024,BE-12450,Distributor,High,PROD-WEA-19,Wearables,FitTrack Watch,50.0,149.0,CUST-435,Customer 435,Corporate,UK,EMEA,London,4,596.0,0.0%,0.00,596.00,200.00,396.00,66.4%,10.14,Express,Delivered,5
02-04-2024,09-04-2024,BE-12451,Distributor,Low,PROD-WEA-92,Wearables,Aura Smart Ring,70.0,199.0,CUST-985,Customer 985,Consumer,Mexico,LATAM,Mexico City,13,2587.0,20.0%,517.40,2069.60,910.00,1159.60,56.0%,63.64,Express,Returned,3
07-01-2024,09-01-2024,BE-12452,In-Store,Medium,PROD-SMA-20,Smart Home,Beacon Camera,35.0,99.0,CUST-780,Customer 780,Consumer,USA,NA,New York,9,891.0,0.0%,0.00,891.00,315.00,576.00,64.7%,36.45,Express,Delivered,4
14-02-2025,18-02-2025,BE-12453,In-Store,Medium,PROD-COM-30,Computing,Apex Desktop,750.0,1599.0,CUST-306,Customer 306,Education,Germany,EMEA,Berlin,13,20787.0,5.0%,1039.35,19747.65,9750.00,9997.65,50.6%,49.00,Standard,Delivered,3
01-06-2026,08-06-2026,BE-12454,In-Store,Medium,PROD-SMA-32,Smart Home,Beacon Camera,35.0,99.0,CUST-142,Customer 142,Corporate,Mexico,LATAM,Mexico City,10,990.0,10.0%,99.00,891.00,350.00,541.00,60.7%,43.01,Standard,Delivered,5
22-09-2025,26-09-2025,BE-12455,Online,Critical,PROD-AUD-68,Audio,Aero Headphones,80.0,199.0,CUST-283,Customer 283,Corporate,France,EMEA,Paris,12,2388.0,10.0%,238.80,2149.20,960.00,1189.20,55.3%,36.90,Express,Delivered,5
30-08-2025,02-09-2025,BE-12456,In-Store,High,PROD-COM-62,Computing,Apex Desktop,750.0,1599.0,CUST-976,Customer 976,Corporate,Australia,APAC,Sydney,3,4797.0,0.0%,0.00,4797.00,2250.00,2547.00,53.1%,6.87,Express,Delivered,3
21-09-2024,24-09-2024,BE-12457,Online,Low,PROD-AUD-64,Audio,Wave Soundbar,110.0,299.0,CUST-294,Customer 294,Corporate,Australia,APAC,Sydney,7,2093.0,0.0%,0.00,2093.00,770.00,1323.00,63.2%,28.96,Standard,Delivered,5
14-05-2026,17-05-2026,BE-12458,Online,High,PROD-SMA-29,Smart Home,Beacon Camera,35.0,99.0,CUST-209,Customer 209,Corporate,Brazil,LATAM,Sao Paulo,1,99.0,0.0%,0.00,99.00,35.00,64.00,64.7%,2.67,Express,Delivered,5
24-01-2025,28-01-2025,BE-12459,Distributor,High,PROD-COM-61,Computing,Titan Laptop,600.0,1299.0,CUST-346,Customer 346,Consumer,Australia,APAC,Sydney,10,12990.0,0.0%,0.00,12990.00,6000.00,6990.00,53.8%,36.42,Standard,Returned,5
09-09-2024,14-09-2024,BE-12460,In-Store,Medium,PROD-AUD-96,Audio,Wave Soundbar,110.0,299.0,CUST-543,Customer 543,Consumer,Brazil,LATAM,Sao Paulo,3,897.0,20.0%,179.40,717.60,330.00,387.60,54.0%,7.41,Express,Delivered,5
19-03-2024,22-03-2024,BE-12461,Online,Medium,PROD-WEA-34,Wearables,FitTrack Watch,50.0,149.0,CUST-312,Customer 312,Corporate,UK,EMEA,London,14,2086.0,0.0%,0.00,2086.00,700.00,1386.00,66.4%,50.22,Express,Delivered,4
26-01-2026,29-01-2026,BE-12462,Online,Medium,PROD-WEA-41,Wearables,Aura Smart Ring,70.0,199.0,CUST-782,Customer 782,Education,Brazil,LATAM,Sao Paulo,10,1990.0,15.0%,298.50,1691.50,700.00,991.50,58.6%,38.77,Standard,Delivered,5
09-08-2024,11-08-2024,BE-12463,In-Store,Medium,PROD-SMA-17,Smart Home,Beacon Camera,35.0,99.0,CUST-748,Customer 748,Consumer,Brazil,LATAM,Sao Paulo,2,198.0,5.0%,9.90,188.10,70.00,118.10,62.8%,8.70,Overnight,Delivered,5
05-10-2024,07-10-2024,BE-12464,Online,Medium,PROD-AUD-80,Audio,Wave Soundbar,110.0,299.0,CUST-988,Customer 988,Corporate,Brazil,LATAM,Sao Paulo,11,3289.0,15.0%,493.35,2795.65,1210.00,1585.65,56.7%,46.28,Express,Delivered,1
27-07-2024,30-07-2024,BE-12465,Online,Low,PROD-AUD-69,Audio,NeoBuds Pro,45.0,120.0,CUST-934,Customer 934,Corporate,Brazil,LATAM,Sao Paulo,8,960.0,20.0%,192.00,768.00,360.00,408.00,53.1%,16.25,Standard,Delivered,5
12-11-2025,15-11-2025,BE-12466,In-Store,Critical,PROD-SMA-57,Smart Home,Beacon Camera,35.0,99.0,CUST-362,Customer 362,Corporate,India,APAC,Mumbai,3,297.0,0.0%,0.00,297.00,105.00,192.00,64.7%,8.94,Standard,Delivered,4
10-04-2026,12-04-2026,BE-12467,In-Store,Medium,PROD-SMA-11,Smart Home,Omni Speaker,25.0,69.0,CUST-329,Customer 329,Consumer,Germany,EMEA,Berlin,5,345.0,15.0%,51.75,293.25,125.00,168.25,57.4%,21.41,Overnight,Delivered,1
22-06-2025,25-06-2025,BE-12468,In-Store,Medium,PROD-MOB-81,Mobile,Alpha Lite,150.0,349.0,CUST-309,Customer 309,Consumer,USA,NA,Los Angeles,14,4886.0,0.0%,0.00,4886.00,2100.00,2786.00,57.0%,28.08,Overnight,Delivered,5
22-09-2025,25-09-2025,BE-12469,In-Store,Low,PROD-AUD-24,Audio,Wave Soundbar,110.0,299.0,CUST-492,Customer 492,Corporate,UK,EMEA,London,3,897.0,5.0%,44.85,852.15,330.00,522.15,61.3%,11.56,Overnight,Delivered,4
20-11-2025,25-11-2025,BE-12470,In-Store,Medium,PROD-SMA-72,Smart Home,Omni Speaker,25.0,69.0,CUST-267,Customer 267,Corporate,Mexico,LATAM,Mexico City,2,138.0,0.0%,0.00,138.00,50.00,88.00,63.8%,6.57,Overnight,Delivered,4
26-09-2024,30-09-2024,BE-12471,Online,High,PROD-SMA-61,Smart Home,Beacon Camera,35.0,99.0,CUST-730,Customer 730,Corporate,France,EMEA,Paris,1,99.0,0.0%,0.00,99.00,35.00,64.00,64.7%,4.19,Standard,Delivered,5
17-04-2026,22-04-2026,BE-12472,Distributor,Low,PROD-MOB-77,Mobile,Alpha Lite,150.0,349.0,CUST-481,Customer 481,Education,Australia,APAC,Sydney,4,1396.0,5.0%,69.80,1326.20,600.00,726.20,54.8%,11.38,Standard,Delivered,4
06-01-2025,11-01-2025,BE-12473,In-Store,Medium,PROD-SMA-96,Smart Home,Omni Speaker,25.0,69.0,CUST-968,Customer 968,Corporate,Canada,NA,Toronto,12,828.0,5.0%,41.40,786.60,300.00,486.60,61.9%,44.37,Overnight,Delivered,5
16-11-2025,20-11-2025,BE-12474,Distributor,High,PROD-SMA-54,Smart Home,Beacon Camera,35.0,99.0,CUST-103,Customer 103,Consumer,India,APAC,Mumbai,4,396.0,15.0%,59.40,336.60,140.00,196.60,58.4%,19.35,Standard,Delivered,5
30-09-2024,07-10-2024,BE-12475,Distributor,Medium,PROD-MOB-32,Mobile,Quantum Phone X,400.0,899.0,CUST-778,Customer 778,Education,Canada,NA,Toronto,8,7192.0,10.0%,719.20,6472.80,3200.00,3272.80,50.6%,31.26,Overnight,Delivered,4
07-12-2025,09-12-2025,BE-12476,Distributor,Medium,PROD-AUD-81,Audio,Wave Soundbar,110.0,299.0,CUST-858,Customer 858,Education,France,EMEA,Paris,1,299.0,0.0%,0.00,299.00,110.00,189.00,63.2%,3.62,Express,Delivered,3
12-03-2024,18-03-2024,BE-12477,Distributor,High,PROD-SMA-36,Smart Home,Beacon Camera,35.0,99.0,CUST-151,Customer 151,Consumer,Japan,APAC,Tokyo,9,891.0,0.0%,0.00,891.00,315.00,576.00,64.7%,24.70,Express,Delivered,5
28-09-2024,03-10-2024,BE-12478,In-Store,Low,PROD-COM-96,Computing,Pro Monitor 27,120.0,279.0,CUST-481,Customer 481,Education,Japan,APAC,Tokyo,3,837.0,10.0%,83.70,753.30,360.00,393.30,52.2%,6.47,Express,Delivered,3
09-12-2025,14-12-2025,BE-12479,In-Store,High,PROD-COM-58,Computing,Apex Desktop,750.0,1599.0,CUST-786,Customer 786,Consumer,Canada,NA,Toronto,12,19188.0,5.0%,959.40,18228.60,9000.00,9228.60,50.6%,38.06,Express,Delivered,4
26-03-2024,30-03-2024,BE-12480,Distributor,Critical,PROD-MOB-16,Mobile,Quantum Phone X,400.0,899.0,CUST-903,Customer 903,Corporate,USA,NA,Los Angeles,14,12586.0,0.0%,0.00,12586.00,5600.00,6986.00,55.5%,57.56,Standard,Delivered,4
08-03-2026,09-03-2026,BE-12481,Distributor,Critical,PROD-COM-95,Computing,Titan Laptop,600.0,1299.0,CUST-634,Customer 634,Corporate,Japan,APAC,Tokyo,14,18186.0,0.0%,0.00,18186.00,8400.00,9786.00,53.8%,33.62,Overnight,Delivered,1
11-01-2024,15-01-2024,BE-12482,In-Store,Critical,PROD-COM-25,Computing,Pro Monitor 27,120.0,279.0,CUST-783,Customer 783,Corporate,USA,NA,New York,3,837.0,0.0%,0.00,837.00,360.00,477.00,57.0%,14.08,Standard,Delivered,4
04-06-2025,06-06-2025,BE-12483,Distributor,Medium,PROD-WEA-95,Wearables,Aura Smart Ring,70.0,199.0,CUST-638,Customer 638,Corporate,USA,NA,New York,3,597.0,5.0%,29.85,567.15,210.00,357.15,63.0%,12.14,Standard,Delayed,5
14-03-2026,18-03-2026,BE-12484,Online,Low,PROD-SMA-31,Smart Home,Omni Speaker,25.0,69.0,CUST-796,Customer 796,Education,Brazil,LATAM,Sao Paulo,2,138.0,5.0%,6.90,131.10,50.00,81.10,61.9%,7.15,Standard,Delivered,4
06-08-2024,11-08-2024,BE-12485,Online,Medium,PROD-AUD-61,Audio,Aero Headphones,80.0,199.0,CUST-723,Customer 723,Corporate,Australia,APAC,Sydney,6,1194.0,10.0%,119.40,1074.60,480.00,594.60,55.3%,16.15,Overnight,Delivered,4
27-07-2025,30-07-2025,BE-12486,In-Store,High,PROD-AUD-43,Audio,Aero Headphones,80.0,199.0,CUST-574,Customer 574,Education,France,EMEA,Paris,2,398.0,0.0%,0.00,398.00,160.00,238.00,59.8%,5.68,Standard,Delivered,3
18-08-2024,20-08-2024,BE-12487,Distributor,Medium,PROD-SMA-25,Smart Home,Omni Speaker,25.0,69.0,CUST-394,Customer 394,Consumer,Canada,NA,Toronto,1,69.0,10.0%,6.90,62.10,25.00,37.10,59.7%,2.84,Overnight,Delivered,5
06-02-2025,09-02-2025,BE-12488,Online,Low,PROD-SMA-48,Smart Home,Omni Speaker,25.0,69.0,CUST-860,Customer 860,Consumer,India,APAC,Mumbai,5,345.0,0.0%,0.00,345.00,125.00,220.00,63.8%,24.57,Overnight,Delivered,4
27-10-2025,30-10-2025,BE-12489,In-Store,High,PROD-AUD-50,Audio,Aero Headphones,80.0,199.0,CUST-327,Customer 327,Education,India,APAC,Mumbai,13,2587.0,15.0%,388.05,2198.95,1040.00,1158.95,52.7%,27.75,Overnight,Delivered,2
20-01-2026,23-01-2026,BE-12490,Online,Medium,PROD-COM-11,Computing,Pro Monitor 27,120.0,279.0,CUST-616,Customer 616,Education,Germany,EMEA,Berlin,11,3069.0,0.0%,0.00,3069.00,1320.00,1749.00,57.0%,34.82,Standard,Delivered,4
09-10-2025,12-10-2025,BE-12491,In-Store,Medium,PROD-SMA-73,Smart Home,Omni Speaker,25.0,69.0,CUST-528,Customer 528,Consumer,France,EMEA,Paris,3,207.0,0.0%,0.00,207.00,75.00,132.00,63.8%,13.38,Standard,Delivered,4
28-03-2024,31-03-2024,BE-12492,Online,Medium,PROD-WEA-67,Wearables,FitTrack Watch,50.0,149.0,CUST-400,Customer 400,Consumer,Brazil,LATAM,Sao Paulo,4,596.0,20.0%,119.20,476.80,200.00,276.80,58.1%,19.92,Standard,Delivered,5
22-08-2024,25-08-2024,BE-12493,Distributor,Critical,PROD-WEA-39,Wearables,FitTrack Watch,50.0,149.0,CUST-892,Customer 892,Education,France,EMEA,Paris,2,298.0,5.0%,14.90,283.10,100.00,183.10,64.7%,4.09,Express,Delivered,4
17-07-2024,19-07-2024,BE-12494,In-Store,Medium,PROD-AUD-19,Audio,NeoBuds Pro,45.0,120.0,CUST-238,Customer 238,Education,Japan,APAC,Tokyo,4,480.0,5.0%,24.00,456.00,180.00,276.00,60.5%,19.60,Standard,Delivered,3
26-06-2025,30-06-2025,BE-12495,In-Store,Low,PROD-WEA-10,Wearables,FitTrack Watch,50.0,149.0,CUST-388,Customer 388,Corporate,UK,EMEA,London,12,1788.0,5.0%,89.40,1698.60,600.00,1098.60,64.7%,35.61,Standard,Delivered,4
11-02-2025,15-02-2025,BE-12496,In-Store,Critical,PROD-WEA-18,Wearables,Aura Smart Ring,70.0,199.0,CUST-694,Customer 694,Corporate,India,APAC,Mumbai,12,2388.0,0.0%,0.00,2388.00,840.00,1548.00,64.8%,46.99,Standard,Delivered,5
07-10-2024,14-10-2024,BE-12497,In-Store,Critical,PROD-WEA-98,Wearables,FitTrack Watch,50.0,149.0,CUST-455,Customer 455,Consumer,Australia,APAC,Sydney,11,1639.0,0.0%,0.00,1639.00,550.00,1089.00,66.4%,42.49,Standard,Delivered,3
14-03-2025,18-03-2025,BE-12498,Online,Medium,PROD-MOB-68,Mobile,Alpha Lite,150.0,349.0,CUST-854,Customer 854,Corporate,Japan,APAC,Tokyo,8,2792.0,20.0%,558.40,2233.60,1200.00,1033.60,46.3%,32.40,Express,Delivered,5
06-04-2026,10-04-2026,BE-12499,Online,Medium,PROD-AUD-75,Audio,Aero Headphones,80.0,199.0,CUST-600,Customer 600,Consumer,France,EMEA,Paris,9,1791.0,10.0%,179.10,1611.90,720.00,891.90,55.3%,42.31,Standard,Delivered,3
28-05-2024,30-05-2024,BE-12500,In-Store,Low,PROD-SMA-90,Smart Home,Omni Speaker,25.0,69.0,CUST-821,Customer 821,Education,USA,NA,New York,9,621.0,5.0%,31.05,589.95,225.00,364.95,61.9%,29.69,Overnight,Delivered,5
28-11-2025,02-12-2025,BE-12501,In-Store,Low,PROD-SMA-90,Smart Home,Beacon Camera,35.0,99.0,CUST-562,Customer 562,Education,USA,NA,Los Angeles,6,594.0,0.0%,0.00,594.00,210.00,384.00,64.7%,21.44,Overnight,Delivered,4
15-06-2024,19-06-2024,BE-12502,Distributor,Medium,PROD-AUD-29,Audio,Wave Soundbar,110.0,299.0,CUST-435,Customer 435,Consumer,France,EMEA,Paris,4,1196.0,15.0%,179.40,1016.60,440.00,576.60,56.7%,10.09,Overnight,Delayed,5
04-02-2026,06-02-2026,BE-12503,Distributor,Medium,PROD-MOB-86,Mobile,Alpha Lite,150.0,349.0,CUST-653,Customer 653,Education,France,EMEA,Paris,12,4188.0,0.0%,0.00,4188.00,1800.00,2388.00,57.0%,29.09,Overnight,Delivered,5
29-07-2025,30-07-2025,BE-12504,In-Store,High,PROD-AUD-73,Audio,Wave Soundbar,110.0,299.0,CUST-801,Customer 801,Education,Germany,EMEA,Berlin,1,299.0,15.0%,44.85,254.15,110.00,144.15,56.7%,4.83,Overnight,Delivered,1
10-11-2025,13-11-2025,BE-12505,Online,Medium,PROD-AUD-83,Audio,Aero Headphones,80.0,199.0,CUST-671,Customer 671,Corporate,Mexico,LATAM,Mexico City,6,1194.0,0.0%,0.00,1194.00,480.00,714.00,59.8%,21.29,Express,Delivered,3
24-05-2024,27-05-2024,BE-12506,Distributor,Medium,PROD-COM-32,Computing,Pro Monitor 27,120.0,279.0,CUST-515,Customer 515,Consumer,Brazil,LATAM,Sao Paulo,12,3348.0,10.0%,334.80,3013.20,1440.00,1573.20,52.2%,50.38,Express,Delivered,5
01-10-2025,06-10-2025,BE-12507,In-Store,Medium,PROD-MOB-69,Mobile,Quantum Phone X,400.0,899.0,CUST-544,Customer 544,Consumer,USA,NA,Los Angeles,1,899.0,10.0%,89.90,809.10,400.00,409.10,50.6%,3.95,Standard,Delivered,5
02-11-2024,06-11-2024,BE-12508,Distributor,Critical,PROD-MOB-35,Mobile,Quantum Phone X,400.0,899.0,CUST-609,Customer 609,Consumer,France,EMEA,Paris,14,12586.0,15.0%,1887.90,10698.10,5600.00,5098.10,47.7%,68.73,Standard,Delivered,4
21-09-2025,23-09-2025,BE-12509,Online,Critical,PROD-AUD-60,Audio,Wave Soundbar,110.0,299.0,CUST-667,Customer 667,Education,UK,EMEA,London,5,1495.0,10.0%,149.50,1345.50,550.00,795.50,59.1%,19.78,Overnight,Delivered,5
10-08-2025,13-08-2025,BE-12510,In-Store,Medium,PROD-MOB-92,Mobile,Alpha Lite,150.0,349.0,CUST-194,Customer 194,Education,Japan,APAC,Tokyo,10,3490.0,0.0%,0.00,3490.00,1500.00,1990.00,57.0%,29.15,Standard,Delivered,3
